user_id,country,age,signup_date,subscription_type,subscription_status,months_inactive,inactive_3_months_flag,ad_interaction,ad_conversion_to_subscription,music_suggestion_rating_1_to_5,avg_listening_hours_per_week,favorite_genre,most_liked_feature,desired_future_feature,primary_device,playlists_created,avg_skips_per_day,signup_year,age_group,listening_segment
498,Mexico,34,2022-03-12,Free,Active,1,0,Yes,Yes,4,16.33,Jazz,Podcasts,Mood-based Auto Playlists,Tablet,3,13,2022,25-34,High (>15 hrs)
499,Brazil,28,2020-08-11,Premium Duo,Active,5,1,Yes,Yes,4,11.14,Rock,Lyrics,Lyrics Translation,Desktop,5,10,2020,25-34,Medium (5-15 hrs)
500,Germany,53,2024-09-25,Free,Active,1,0,No,No,4,5.94,K-Pop,Lyrics,Better AI Recommendations,Tablet,5,10,2024,45-54,Medium (5-15 hrs)
501,UK,20,2020-03-06,Free,Active,1,0,No,No,5,8.51,R&B,Podcasts,Mood-based Auto Playlists,Mobile,7,11,2020,18-24,Medium (5-15 hrs)
502,Germany,48,2022-03-05,Free,Active,1,0,No,No,5,3.94,Bollywood,Playlists,Lyrics Translation,Mobile,6,9,2022,45-54,Low (<5 hrs)
503,Brazil,44,2019-12-30,Premium Family,Active,2,0,No,No,5,20.1,Bollywood,Radio,Better AI Recommendations,Tablet,7,9,2019,35-44,High (>15 hrs)
504,Mexico,32,2024-10-06,Free,Active,2,0,No,No,4,10.33,Latin,AI DJ,HiFi Audio,Car System,8,9,2024,25-34,Medium (5-15 hrs)
505,Italy,22,2025-06-15,Free,Active,1,0,Yes,No,2,7.01,Pop,Radio,Lyrics Translation,Desktop,6,6,2025,18-24,Medium (5-15 hrs)
506,Canada,55,2025-02-24,Free,Inactive,5,1,Yes,No,2,8.78,Bollywood,Offline Mode,Lyrics Translation,Desktop,7,10,2025,55+,Medium (5-15 hrs)
507,Italy,29,2021-12-03,Premium Individual,Active,2,0,No,No,4,12.49,Indie,Podcasts,Social Listening,Mobile,6,14,2021,25-34,Medium (5-15 hrs)
508,Indonesia,39,2018-06-03,Free,Active,2,0,No,No,3,15.73,Indie,Offline Mode,Better AI Recommendations,Tablet,12,17,2018,35-44,High (>15 hrs)
509,Spain,29,2021-10-24,Free,Inactive,4,1,Yes,Yes,3,9.13,Jazz,Radio,Mood-based Auto Playlists,Smart Speaker,11,16,2021,25-34,Medium (5-15 hrs)
510,Italy,18,2020-11-10,Premium Duo,Active,1,0,No,No,3,9.55,Latin,Discover Weekly,Social Listening,Car System,13,8,2020,18-24,Medium (5-15 hrs)
511,Australia,57,2024-09-21,Free,Inactive,4,1,No,No,3,11.32,K-Pop,Podcasts,HiFi Audio,Desktop,15,20,2024,55+,Medium (5-15 hrs)
512,France,16,2020-04-13,Premium Individual,Active,3,1,No,No,5,8.97,Bollywood,Playlists,Concert Alerts,Car System,9,10,2020,<18,Medium (5-15 hrs)
513,USA,39,2021-09-02,Premium Individual,Active,0,0,Yes,No,2,9.56,Latin,Podcasts,HiFi Audio,Smart Speaker,4,8,2021,35-44,Medium (5-15 hrs)
514,Spain,20,2020-01-29,Student,Active,0,0,Yes,No,2,13.02,Rock,Offline Mode,Social Listening,Tablet,9,9,2020,18-24,Medium (5-15 hrs)
515,Australia,47,2020-04-13,Premium Family,Active,1,0,Yes,Yes,3,10.27,Bollywood,Podcasts,Concert Alerts,Desktop,9,9,2020,45-54,Medium (5-15 hrs)
516,Canada,46,2024-02-23,Free,Active,0,0,No,No,4,14.38,Classical,Daily Mix,Concert Alerts,Smart Speaker,12,11,2024,45-54,Medium (5-15 hrs)
517,Brazil,42,2018-09-17,Premium Individual,Active,2,0,No,No,5,9.92,Indie,Daily Mix,Mood-based Auto Playlists,Mobile,5,13,2018,35-44,Medium (5-15 hrs)
518,Australia,58,2019-02-20,Premium Individual,Active,1,0,Yes,No,1,7.29,Bollywood,Podcasts,Mood-based Auto Playlists,Desktop,8,12,2019,55+,Medium (5-15 hrs)
519,France,25,2024-03-03,Free,Active,10,1,No,No,3,11.44,R&B,Lyrics,Mood-based Auto Playlists,Smart Speaker,10,7,2024,25-34,Medium (5-15 hrs)
520,France,50,2025-03-03,Premium Individual,Active,1,0,No,No,1,10,Jazz,Radio,Concert Alerts,Desktop,6,10,2025,45-54,Medium (5-15 hrs)
521,UK,57,2019-01-09,Free,Inactive,3,1,No,No,4,18.57,Bollywood,Radio,Better AI Recommendations,Tablet,8,11,2019,55+,High (>15 hrs)
522,Canada,41,2019-11-02,Free,Active,0,0,No,No,5,5.72,Indie,Daily Mix,Lyrics Translation,Tablet,12,13,2019,35-44,Medium (5-15 hrs)
523,Germany,33,2025-10-19,Free,Active,2,0,No,No,3,7.5,Hip-Hop,Offline Mode,Concert Alerts,Tablet,11,7,2025,25-34,Medium (5-15 hrs)
524,Italy,58,2022-08-06,Premium Individual,Active,0,0,Yes,No,3,10.98,Classical,Podcasts,Mood-based Auto Playlists,Tablet,7,8,2022,55+,Medium (5-15 hrs)
525,Indonesia,19,2021-06-13,Free,Active,0,0,Yes,No,4,9.36,Indie,Lyrics,Concert Alerts,Mobile,7,13,2021,18-24,Medium (5-15 hrs)
526,Germany,38,2021-07-03,Student,Active,1,0,Yes,No,4,2.79,Country,AI DJ,Mood-based Auto Playlists,Smart Speaker,8,11,2021,35-44,Low (<5 hrs)
527,Italy,42,2022-08-24,Free,Inactive,6,1,No,No,4,16.83,Electronic,Podcasts,Concert Alerts,Smart Speaker,15,10,2022,35-44,High (>15 hrs)
528,India,39,2018-03-16,Premium Individual,Inactive,7,1,No,No,3,12.7,Electronic,Lyrics,Mood-based Auto Playlists,Smart Speaker,3,11,2018,35-44,Medium (5-15 hrs)
529,Canada,41,2025-03-24,Premium Individual,Active,2,0,Yes,Yes,4,14.27,Hip-Hop,Lyrics,Better AI Recommendations,Desktop,5,13,2025,35-44,Medium (5-15 hrs)
530,India,43,2020-04-14,Premium Individual,Active,0,0,Yes,No,3,17.39,Hip-Hop,Daily Mix,Concert Alerts,Mobile,9,10,2020,35-44,High (>15 hrs)
531,Germany,21,2019-10-04,Free,Active,7,1,Yes,No,2,9.41,Bollywood,Daily Mix,Lyrics Translation,Desktop,3,8,2019,18-24,Medium (5-15 hrs)
532,USA,52,2022-07-22,Free,Active,0,0,No,No,3,13.58,Classical,Playlists,Better AI Recommendations,Mobile,11,12,2022,45-54,Medium (5-15 hrs)
533,USA,45,2022-02-02,Premium Individual,Active,3,1,No,No,5,8.72,Pop,Daily Mix,Better AI Recommendations,Car System,2,9,2022,45-54,Medium (5-15 hrs)
534,Brazil,24,2019-10-28,Premium Individual,Active,0,0,No,No,3,7.39,Latin,Offline Mode,Lyrics Translation,Smart Speaker,4,13,2019,18-24,Medium (5-15 hrs)
535,Mexico,25,2018-03-02,Premium Individual,Active,2,0,Yes,Yes,4,7.73,K-Pop,Daily Mix,HiFi Audio,Car System,6,11,2018,25-34,Medium (5-15 hrs)
536,USA,41,2025-03-09,Student,Inactive,6,1,No,No,4,7.2,Latin,Lyrics,Social Listening,Tablet,6,16,2025,35-44,Medium (5-15 hrs)
537,Spain,39,2018-12-31,Free,Active,0,0,Yes,No,1,15.02,Country,Discover Weekly,Concert Alerts,Mobile,7,11,2018,35-44,High (>15 hrs)
538,Brazil,26,2023-08-29,Premium Individual,Active,1,0,No,No,5,3.73,R&B,Podcasts,HiFi Audio,Mobile,9,7,2023,25-34,Low (<5 hrs)
539,USA,38,2019-08-21,Premium Individual,Active,0,0,No,No,4,11.97,Country,Daily Mix,Mood-based Auto Playlists,Car System,7,9,2019,35-44,Medium (5-15 hrs)
540,Australia,26,2021-03-06,Premium Individual,Active,1,0,No,No,3,5.11,K-Pop,Offline Mode,Better AI Recommendations,Mobile,14,8,2021,25-34,Medium (5-15 hrs)
541,Italy,26,2023-11-05,Premium Individual,Active,2,0,No,No,3,7.61,Bollywood,Playlists,Better AI Recommendations,Smart Speaker,8,6,2023,25-34,Medium (5-15 hrs)
542,Italy,22,2018-10-02,Premium Individual,Active,1,0,No,No,4,11.38,Latin,Daily Mix,Better AI Recommendations,Desktop,10,11,2018,18-24,Medium (5-15 hrs)
543,UK,47,2022-04-21,Free,Active,0,0,No,No,2,8.85,Electronic,Offline Mode,Social Listening,Desktop,7,12,2022,45-54,Medium (5-15 hrs)
544,UK,18,2020-03-19,Free,Inactive,4,1,Yes,No,5,8.03,Indie,AI DJ,Concert Alerts,Tablet,9,10,2020,18-24,Medium (5-15 hrs)
545,Spain,54,2023-06-01,Premium Individual,Active,1,0,Yes,No,4,15.51,Hip-Hop,Lyrics,Social Listening,Tablet,13,12,2023,45-54,High (>15 hrs)
546,UK,40,2025-02-19,Premium Individual,Inactive,3,1,No,No,2,9.64,Rock,Podcasts,Lyrics Translation,Desktop,11,16,2025,35-44,Medium (5-15 hrs)
547,France,55,2018-12-20,Student,Active,1,0,No,No,4,13.38,Hip-Hop,Playlists,Mood-based Auto Playlists,Smart Speaker,5,15,2018,55+,Medium (5-15 hrs)
548,Spain,26,2025-09-19,Premium Family,Active,1,0,No,No,5,6.52,Pop,Podcasts,Mood-based Auto Playlists,Desktop,10,8,2025,25-34,Medium (5-15 hrs)
549,Spain,30,2025-03-07,Student,Active,2,0,No,No,1,8.03,Jazz,Offline Mode,Better AI Recommendations,Desktop,6,7,2025,25-34,Medium (5-15 hrs)
550,Indonesia,41,2024-12-18,Premium Duo,Inactive,4,1,No,No,4,10.71,Rock,Daily Mix,Lyrics Translation,Tablet,7,10,2024,35-44,Medium (5-15 hrs)
551,Australia,28,2024-11-22,Free,Active,0,0,No,No,4,21.61,Indie,AI DJ,Concert Alerts,Tablet,11,11,2024,25-34,High (>15 hrs)
552,UK,29,2023-04-22,Premium Individual,Active,2,0,Yes,Yes,4,0.88,Pop,Lyrics,HiFi Audio,Smart Speaker,12,6,2023,25-34,Low (<5 hrs)
553,Germany,41,2018-06-20,Premium Individual,Active,1,0,No,No,2,9.99,Country,AI DJ,Lyrics Translation,Car System,9,16,2018,35-44,Medium (5-15 hrs)
554,India,26,2023-10-23,Premium Individual,Inactive,7,1,No,No,5,15.58,Classical,Playlists,Mood-based Auto Playlists,Smart Speaker,3,10,2023,25-34,High (>15 hrs)
555,Mexico,38,2022-04-21,Premium Individual,Active,0,0,No,No,4,7.04,Rock,Offline Mode,Mood-based Auto Playlists,Desktop,7,5,2022,35-44,Medium (5-15 hrs)
556,Indonesia,28,2019-05-20,Premium Family,Active,0,0,Yes,Yes,3,11.31,Country,Podcasts,Lyrics Translation,Smart Speaker,13,13,2019,25-34,Medium (5-15 hrs)
557,Germany,51,2018-06-18,Free,Active,2,0,No,No,5,5.5,Jazz,Podcasts,Lyrics Translation,Smart Speaker,9,9,2018,45-54,Medium (5-15 hrs)
558,Brazil,18,2025-07-16,Free,Inactive,6,1,No,No,3,6.18,Bollywood,Podcasts,Lyrics Translation,Desktop,7,2,2025,18-24,Medium (5-15 hrs)
559,Canada,36,2025-06-28,Free,Active,0,0,No,No,4,14.86,Latin,AI DJ,Lyrics Translation,Desktop,9,14,2025,35-44,Medium (5-15 hrs)
560,Indonesia,40,2019-04-28,Premium Individual,Active,2,0,No,No,3,8.91,Bollywood,Daily Mix,Mood-based Auto Playlists,Tablet,4,8,2019,35-44,Medium (5-15 hrs)
561,Mexico,45,2024-09-21,Premium Duo,Inactive,5,1,No,No,5,6.28,Jazz,Playlists,Lyrics Translation,Mobile,4,7,2024,45-54,Medium (5-15 hrs)
562,India,35,2024-03-03,Student,Active,1,0,Yes,No,2,11.97,Jazz,AI DJ,Mood-based Auto Playlists,Mobile,5,12,2024,35-44,Medium (5-15 hrs)
563,Spain,53,2025-04-12,Free,Inactive,6,1,Yes,No,4,12.13,Rock,Daily Mix,Better AI Recommendations,Car System,12,4,2025,45-54,Medium (5-15 hrs)
564,Germany,43,2020-10-17,Premium Individual,Active,2,0,No,No,4,8.86,R&B,Radio,Mood-based Auto Playlists,Desktop,12,12,2020,35-44,Medium (5-15 hrs)
565,Australia,58,2022-05-14,Premium Individual,Active,1,0,No,No,5,9.02,Indie,AI DJ,Mood-based Auto Playlists,Desktop,10,13,2022,55+,Medium (5-15 hrs)
566,India,44,2022-02-14,Premium Family,Active,0,0,No,No,4,10.5,Electronic,Daily Mix,HiFi Audio,Tablet,7,9,2022,35-44,Medium (5-15 hrs)
567,France,17,2023-08-25,Premium Duo,Inactive,5,1,Yes,No,3,4.27,Latin,Playlists,HiFi Audio,Car System,7,8,2023,<18,Low (<5 hrs)
568,Indonesia,55,2018-01-15,Premium Family,Active,2,0,No,No,3,4.92,Country,Lyrics,Lyrics Translation,Car System,6,12,2018,55+,Low (<5 hrs)
569,Indonesia,44,2023-06-28,Premium Family,Inactive,3,1,Yes,No,3,10.1,Indie,AI DJ,Lyrics Translation,Smart Speaker,3,10,2023,35-44,Medium (5-15 hrs)
570,France,45,2024-12-08,Free,Active,1,0,No,No,4,10.58,K-Pop,Lyrics,HiFi Audio,Smart Speaker,8,9,2024,45-54,Medium (5-15 hrs)
571,Canada,46,2020-01-06,Premium Duo,Active,1,0,No,No,4,11.91,Country,Discover Weekly,Concert Alerts,Mobile,7,9,2020,45-54,Medium (5-15 hrs)
572,France,22,2022-06-28,Free,Active,1,0,No,No,2,10.73,Rock,Discover Weekly,Better AI Recommendations,Mobile,12,9,2022,18-24,Medium (5-15 hrs)
573,USA,43,2018-10-02,Free,Inactive,4,1,Yes,Yes,2,9.14,K-Pop,Daily Mix,Lyrics Translation,Tablet,6,9,2018,35-44,Medium (5-15 hrs)
574,Spain,44,2022-02-05,Free,Active,2,0,Yes,Yes,4,12.9,R&B,Daily Mix,Lyrics Translation,Smart Speaker,9,11,2022,35-44,Medium (5-15 hrs)
575,Indonesia,48,2023-08-28,Premium Duo,Active,0,0,No,No,4,2.93,Indie,Daily Mix,Concert Alerts,Car System,4,12,2023,45-54,Low (<5 hrs)
576,USA,18,2025-05-15,Premium Individual,Active,1,0,No,No,3,7.74,Electronic,Discover Weekly,Concert Alerts,Desktop,8,13,2025,18-24,Medium (5-15 hrs)
577,Spain,56,2018-06-16,Free,Active,0,0,No,No,5,6.61,Electronic,Daily Mix,Mood-based Auto Playlists,Desktop,10,11,2018,55+,Medium (5-15 hrs)
578,Spain,21,2019-06-18,Premium Individual,Active,0,0,No,No,5,10.67,Bollywood,Radio,Better AI Recommendations,Car System,2,6,2019,18-24,Medium (5-15 hrs)
579,Mexico,48,2021-07-09,Premium Individual,Active,2,0,Yes,No,4,6.23,Bollywood,Offline Mode,Lyrics Translation,Smart Speaker,6,6,2021,45-54,Medium (5-15 hrs)
580,Spain,48,2018-11-24,Free,Active,0,0,Yes,Yes,4,14.77,Classical,Radio,Lyrics Translation,Car System,10,6,2018,45-54,Medium (5-15 hrs)
581,Brazil,57,2022-03-28,Premium Duo,Active,0,0,No,No,5,7.89,Indie,AI DJ,HiFi Audio,Tablet,4,10,2022,55+,Medium (5-15 hrs)
582,Canada,17,2019-07-12,Premium Individual,Active,2,0,No,No,4,9.98,Electronic,Discover Weekly,Mood-based Auto Playlists,Smart Speaker,9,11,2019,<18,Medium (5-15 hrs)
583,Brazil,55,2018-09-29,Free,Active,0,0,No,No,5,13.37,Latin,Playlists,Lyrics Translation,Desktop,3,8,2018,55+,Medium (5-15 hrs)
584,India,23,2025-10-07,Premium Individual,Active,0,0,No,No,2,9.93,Bollywood,Radio,Better AI Recommendations,Smart Speaker,12,10,2025,18-24,Medium (5-15 hrs)
585,Germany,24,2020-03-04,Premium Duo,Active,1,0,No,No,5,12.41,Jazz,Discover Weekly,Better AI Recommendations,Car System,12,8,2020,18-24,Medium (5-15 hrs)
586,Mexico,34,2023-07-08,Premium Family,Active,13,1,No,No,2,13.09,Pop,Daily Mix,Social Listening,Desktop,8,4,2023,25-34,Medium (5-15 hrs)
587,France,59,2019-11-08,Premium Individual,Active,6,1,No,No,4,14.46,Hip-Hop,Offline Mode,HiFi Audio,Smart Speaker,3,6,2019,55+,Medium (5-15 hrs)
588,Italy,20,2026-02-01,Free,Active,0,0,Yes,No,5,17.62,R&B,Lyrics,Social Listening,Tablet,10,10,2026,18-24,High (>15 hrs)
589,Brazil,55,2021-12-08,Premium Family,Active,2,0,No,No,4,10.41,Hip-Hop,Podcasts,Lyrics Translation,Smart Speaker,9,11,2021,55+,Medium (5-15 hrs)
590,India,55,2020-10-30,Free,Active,1,0,Yes,Yes,2,9.83,Electronic,Radio,Better AI Recommendations,Tablet,6,5,2020,55+,Medium (5-15 hrs)
591,UK,45,2021-01-31,Premium Individual,Active,2,0,Yes,No,4,9.19,Latin,AI DJ,HiFi Audio,Desktop,8,10,2021,45-54,Medium (5-15 hrs)
592,USA,32,2019-08-12,Premium Family,Active,1,0,No,No,3,3.74,Bollywood,Radio,Social Listening,Smart Speaker,7,14,2019,25-34,Low (<5 hrs)
593,Indonesia,46,2023-08-20,Premium Duo,Inactive,3,1,No,No,3,11.59,Jazz,Lyrics,HiFi Audio,Smart Speaker,10,9,2023,45-54,Medium (5-15 hrs)
594,USA,55,2020-05-03,Free,Active,0,0,Yes,No,3,11.11,R&B,Offline Mode,Lyrics Translation,Tablet,10,12,2020,55+,Medium (5-15 hrs)
595,Mexico,31,2023-09-04,Premium Family,Active,0,0,No,No,4,14.7,Rock,AI DJ,Lyrics Translation,Tablet,10,9,2023,25-34,Medium (5-15 hrs)
596,Mexico,39,2021-07-30,Premium Individual,Active,9,1,No,No,5,8.98,Indie,Offline Mode,Social Listening,Car System,9,15,2021,35-44,Medium (5-15 hrs)
597,USA,41,2018-05-31,Premium Individual,Active,0,0,Yes,Yes,3,9.74,K-Pop,Lyrics,Concert Alerts,Mobile,12,14,2018,35-44,Medium (5-15 hrs)
598,USA,56,2019-10-23,Premium Family,Active,4,1,No,No,4,7.93,Rock,Discover Weekly,Mood-based Auto Playlists,Mobile,13,10,2019,55+,Medium (5-15 hrs)
599,Germany,40,2021-02-13,Premium Individual,Active,2,0,Yes,No,2,14.14,Bollywood,Offline Mode,Mood-based Auto Playlists,Desktop,5,8,2021,35-44,Medium (5-15 hrs)
600,UK,32,2019-11-23,Free,Active,2,0,Yes,No,4,12.3,Indie,Daily Mix,Social Listening,Desktop,10,7,2019,25-34,Medium (5-15 hrs)
601,Italy,49,2019-04-17,Premium Duo,Active,1,0,No,No,4,8.59,Classical,Offline Mode,HiFi Audio,Tablet,9,7,2019,45-54,Medium (5-15 hrs)
602,Canada,56,2018-07-18,Premium Individual,Inactive,3,1,No,No,4,8.8,K-Pop,Discover Weekly,Concert Alerts,Mobile,4,8,2018,55+,Medium (5-15 hrs)
603,Spain,44,2022-01-13,Premium Duo,Active,0,0,No,No,3,4.89,Bollywood,Daily Mix,Concert Alerts,Car System,8,12,2022,35-44,Low (<5 hrs)
604,Indonesia,60,2024-03-24,Premium Individual,Active,0,0,Yes,No,3,13.54,Electronic,Lyrics,HiFi Audio,Car System,14,6,2024,55+,Medium (5-15 hrs)
605,Germany,50,2019-03-05,Premium Individual,Active,0,0,Yes,No,5,11.22,Latin,Playlists,Lyrics Translation,Tablet,7,12,2019,45-54,Medium (5-15 hrs)
606,Australia,41,2025-01-23,Free,Active,0,0,No,No,2,9.28,Indie,Daily Mix,Mood-based Auto Playlists,Smart Speaker,7,11,2025,35-44,Medium (5-15 hrs)
607,Italy,32,2022-03-02,Free,Active,0,0,No,No,4,15.34,Classical,Lyrics,HiFi Audio,Car System,12,12,2022,25-34,High (>15 hrs)
608,Canada,39,2022-03-20,Student,Active,0,0,No,No,4,7.52,Rock,Podcasts,Lyrics Translation,Mobile,3,11,2022,35-44,Medium (5-15 hrs)
609,USA,25,2024-06-22,Premium Individual,Active,2,0,No,No,1,6.5,Pop,Podcasts,HiFi Audio,Tablet,10,14,2024,25-34,Medium (5-15 hrs)
610,India,21,2022-01-15,Premium Duo,Inactive,11,1,Yes,No,5,7.14,K-Pop,Lyrics,HiFi Audio,Smart Speaker,8,12,2022,18-24,Medium (5-15 hrs)
611,Spain,55,2022-12-17,Free,Inactive,5,1,Yes,Yes,2,9.36,Hip-Hop,Radio,Lyrics Translation,Car System,7,5,2022,55+,Medium (5-15 hrs)
612,Germany,49,2018-07-17,Free,Active,1,0,Yes,No,3,12.93,Bollywood,AI DJ,Better AI Recommendations,Smart Speaker,4,8,2018,45-54,Medium (5-15 hrs)
613,USA,35,2020-11-04,Premium Family,Active,0,0,No,No,3,7.43,Electronic,Offline Mode,Mood-based Auto Playlists,Mobile,9,9,2020,35-44,Medium (5-15 hrs)
614,India,53,2025-03-03,Free,Active,1,0,No,No,5,13.04,Pop,Offline Mode,Mood-based Auto Playlists,Desktop,7,13,2025,45-54,Medium (5-15 hrs)
615,France,16,2025-06-11,Free,Active,10,1,Yes,No,3,9.74,K-Pop,Offline Mode,HiFi Audio,Car System,4,6,2025,<18,Medium (5-15 hrs)
616,Canada,30,2018-05-19,Premium Family,Active,2,0,No,No,5,7.23,Jazz,Offline Mode,Lyrics Translation,Tablet,6,11,2018,25-34,Medium (5-15 hrs)
617,Canada,34,2019-09-04,Premium Individual,Inactive,8,1,No,No,4,9.82,Latin,Discover Weekly,Lyrics Translation,Tablet,6,12,2019,25-34,Medium (5-15 hrs)
618,Australia,56,2024-11-28,Student,Active,2,0,No,No,5,9.77,K-Pop,Radio,Social Listening,Tablet,7,17,2024,55+,Medium (5-15 hrs)
619,Italy,42,2022-11-06,Premium Individual,Active,0,0,No,No,5,14.22,Rock,AI DJ,Social Listening,Desktop,15,15,2022,35-44,Medium (5-15 hrs)
620,France,19,2023-10-01,Free,Active,1,0,Yes,No,2,7.7,Indie,Podcasts,Mood-based Auto Playlists,Smart Speaker,8,8,2023,18-24,Medium (5-15 hrs)
621,Italy,55,2019-06-25,Free,Active,2,0,Yes,No,2,9.05,K-Pop,AI DJ,Social Listening,Car System,5,10,2019,55+,Medium (5-15 hrs)
622,Australia,18,2025-04-29,Free,Active,2,0,No,No,5,18.58,Jazz,Podcasts,Lyrics Translation,Smart Speaker,5,9,2025,18-24,High (>15 hrs)
623,India,19,2018-04-02,Premium Family,Active,0,0,No,No,4,3.57,Pop,AI DJ,Mood-based Auto Playlists,Smart Speaker,6,10,2018,18-24,Low (<5 hrs)
624,Indonesia,52,2018-01-11,Free,Active,0,0,No,No,5,6.08,Bollywood,Playlists,Mood-based Auto Playlists,Desktop,4,8,2018,45-54,Medium (5-15 hrs)
625,India,35,2021-12-24,Student,Active,0,0,No,No,3,10.83,Country,Radio,Concert Alerts,Tablet,11,10,2021,35-44,Medium (5-15 hrs)
626,Australia,49,2019-03-12,Premium Duo,Active,0,0,No,No,3,16.05,Indie,Daily Mix,Lyrics Translation,Car System,6,17,2019,45-54,High (>15 hrs)
627,Spain,42,2022-01-02,Premium Individual,Active,1,0,Yes,No,4,10.65,Country,AI DJ,HiFi Audio,Desktop,6,11,2022,35-44,Medium (5-15 hrs)
628,Brazil,35,2024-07-18,Premium Duo,Active,0,0,No,No,5,9.07,K-Pop,Playlists,Mood-based Auto Playlists,Mobile,9,6,2024,35-44,Medium (5-15 hrs)
629,Germany,24,2024-08-09,Student,Active,2,0,No,No,1,16.68,Bollywood,Podcasts,Lyrics Translation,Desktop,5,12,2024,18-24,High (>15 hrs)
630,USA,39,2020-04-16,Free,Active,1,0,No,No,5,4.7,Bollywood,Offline Mode,HiFi Audio,Car System,7,12,2020,35-44,Low (<5 hrs)
631,France,46,2024-12-30,Free,Active,1,0,No,No,4,8.13,Latin,Lyrics,HiFi Audio,Desktop,8,12,2024,45-54,Medium (5-15 hrs)
632,Germany,24,2019-10-12,Premium Duo,Active,0,0,No,No,3,10.51,R&B,Podcasts,Lyrics Translation,Smart Speaker,8,12,2019,18-24,Medium (5-15 hrs)
633,Canada,31,2018-02-27,Free,Active,4,1,No,No,2,8.6,Rock,Podcasts,HiFi Audio,Tablet,5,11,2018,25-34,Medium (5-15 hrs)
634,Australia,22,2025-12-07,Free,Active,0,0,Yes,Yes,4,15.78,Latin,Lyrics,HiFi Audio,Mobile,13,5,2025,18-24,High (>15 hrs)
635,Spain,58,2018-09-18,Free,Active,0,0,Yes,No,4,15.09,Jazz,Discover Weekly,Social Listening,Tablet,6,11,2018,55+,High (>15 hrs)
636,Brazil,41,2021-01-09,Free,Active,1,0,No,No,5,10.77,Jazz,Offline Mode,Better AI Recommendations,Smart Speaker,4,15,2021,35-44,Medium (5-15 hrs)
637,Australia,19,2020-12-18,Premium Individual,Active,0,0,Yes,No,3,10.44,Indie,Offline Mode,Mood-based Auto Playlists,Mobile,9,13,2020,18-24,Medium (5-15 hrs)
638,France,51,2025-03-26,Student,Active,0,0,No,No,5,7.12,R&B,Radio,Concert Alerts,Car System,7,9,2025,45-54,Medium (5-15 hrs)
639,UK,53,2021-12-05,Free,Active,1,0,Yes,No,3,6.69,Rock,AI DJ,Mood-based Auto Playlists,Desktop,11,12,2021,45-54,Medium (5-15 hrs)
640,Spain,54,2022-12-23,Premium Individual,Active,2,0,No,No,4,9.2,Rock,Playlists,Social Listening,Tablet,8,7,2022,45-54,Medium (5-15 hrs)
641,Mexico,47,2023-10-22,Student,Active,0,0,No,No,5,11.41,R&B,Discover Weekly,HiFi Audio,Mobile,7,7,2023,45-54,Medium (5-15 hrs)
642,Mexico,26,2020-10-14,Free,Inactive,7,1,No,No,3,8.41,Electronic,AI DJ,Better AI Recommendations,Mobile,9,9,2020,25-34,Medium (5-15 hrs)
643,Brazil,50,2018-01-02,Free,Active,0,0,Yes,Yes,5,12.8,Latin,Podcasts,Mood-based Auto Playlists,Mobile,15,10,2018,45-54,Medium (5-15 hrs)
644,Indonesia,31,2018-04-14,Premium Individual,Active,0,0,Yes,No,4,18.02,Rock,Lyrics,Mood-based Auto Playlists,Car System,6,5,2018,25-34,High (>15 hrs)
645,Mexico,19,2019-10-15,Free,Active,0,0,No,No,3,9.19,Country,Lyrics,Lyrics Translation,Car System,9,12,2019,18-24,Medium (5-15 hrs)
646,Germany,16,2019-03-06,Premium Family,Active,2,0,No,No,5,7.6,R&B,Lyrics,Lyrics Translation,Mobile,9,7,2019,<18,Medium (5-15 hrs)
647,India,51,2024-11-14,Premium Individual,Active,0,0,No,No,3,14.38,Jazz,Offline Mode,HiFi Audio,Desktop,9,10,2024,45-54,Medium (5-15 hrs)
648,Germany,25,2025-05-14,Free,Active,1,0,Yes,No,5,9.39,Latin,Podcasts,HiFi Audio,Mobile,10,16,2025,25-34,Medium (5-15 hrs)
649,India,28,2022-08-20,Free,Active,1,0,No,No,4,9.99,Jazz,Lyrics,Mood-based Auto Playlists,Smart Speaker,7,12,2022,25-34,Medium (5-15 hrs)
650,USA,48,2023-10-24,Premium Family,Active,0,0,Yes,No,4,7.3,Electronic,Playlists,Social Listening,Desktop,5,12,2023,45-54,Medium (5-15 hrs)
651,UK,57,2025-04-06,Free,Active,1,0,No,No,3,9.44,K-Pop,Radio,Mood-based Auto Playlists,Desktop,5,10,2025,55+,Medium (5-15 hrs)
652,USA,55,2022-08-28,Premium Individual,Active,5,1,No,No,1,9.08,Country,Lyrics,HiFi Audio,Tablet,11,7,2022,55+,Medium (5-15 hrs)
653,UK,48,2019-12-17,Free,Active,2,0,No,No,4,11.28,Jazz,Podcasts,Social Listening,Smart Speaker,13,12,2019,45-54,Medium (5-15 hrs)
654,Canada,56,2021-06-21,Free,Active,1,0,Yes,Yes,1,3.03,Pop,AI DJ,Concert Alerts,Smart Speaker,6,12,2021,55+,Low (<5 hrs)
655,France,46,2018-07-18,Free,Active,1,0,No,No,2,6.93,Electronic,Lyrics,Better AI Recommendations,Desktop,9,14,2018,45-54,Medium (5-15 hrs)
656,Australia,50,2026-01-09,Free,Active,0,0,No,No,3,9.61,K-Pop,Podcasts,Lyrics Translation,Desktop,6,10,2026,45-54,Medium (5-15 hrs)
